Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
D8GNI2	unreviewed	D8GNI2_CLOLD	CLJU_c27910		hydrolase activity [GO:0016787]	748727
D8GNI3	unreviewed	D8GNI3_CLOLD	CLJU_c27920			748727
D8GNI4	unreviewed	D8GNI4_CLOLD	CLJU_c27930		oxidoreductase activity [GO:0016491]	748727
D8GNI5	unreviewed	D8GNI5_CLOLD	CLJU_c27940		membrane [GO:0016020]; cytosine transmembrane transporter activity [GO:0015209]	748727
D8GNI6	unreviewed	D8GNI6_CLOLD	CLJU_c27950		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]	748727
D8GNI7	unreviewed	D8GNI7_CLOLD	CLJU_c27960			748727
D8GNI8	unreviewed	D8GNI8_CLOLD	CLJU_c27970			748727
D8GNI9	unreviewed	D8GNI9_CLOLD	CLJU_c27980			748727
D8GNJ0	unreviewed	D8GNJ0_CLOLD	CLJU_c27990		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]	748727
D8GNJ3	unreviewed	D8GNJ3_CLOLD	CLJU_c28020		membrane [GO:0016020]; transmembrane signaling receptor activity [GO:0004888]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	748727
D8GNJ4	unreviewed	D8GNJ4_CLOLD	CLJU_c28030		plasma membrane [GO:0005886]; chemotaxis [GO:0006935]	748727
D8GNJ5	unreviewed	D8GNJ5_CLOLD	CLJU_c28040		phosphorelay signal transduction system [GO:0000160]	748727
D8GNJ6	unreviewed	D8GNJ6_CLOLD	CLJU_c28050		membrane [GO:0016020]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	748727
D8GNJ7	unreviewed	D8GNJ7_CLOLD	CLJU_c28060		phosphorelay signal transduction system [GO:0000160]	748727
D8GNJ8	unreviewed	D8GNJ8_CLOLD	CLJU_c28070		membrane [GO:0016020]; kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]	748727
D8GNJ9	unreviewed	D8GNJ9_CLOLD	CLJU_c28080		chitin binding [GO:0008061]; hydrolase activity [GO:0016787]; carbohydrate metabolic process [GO:0005975]	748727
D8GNK0	unreviewed	D8GNK0_CLOLD	CLJU_c28090	1.1.1.60	2-hydroxy-3-oxopropionate reductase activity [GO:0008679]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glyoxylate metabolic process [GO:0046487]; organic acid catabolic process [GO:0016054]	748727
D8GNK1	unreviewed	D8GNK1_CLOLD	CLJU_c28100	4.2.1.42	galactarate dehydratase activity [GO:0008867]; D-galacturonate catabolic process [GO:0019698]; galactarate catabolic process [GO:0046392]	748727
D8GNK2	unreviewed	D8GNK2_CLOLD	CLJU_c28110	2.7.1.31	glycerate kinase activity [GO:0008887]; organic acid phosphorylation [GO:0031388]	748727
D8GNK3	unreviewed	D8GNK3_CLOLD	CLJU_c28120		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GNK5	unreviewed	D8GNK5_CLOLD	CLJU_c28140			748727
D8GNK6	unreviewed	D8GNK6_CLOLD	CLJU_c28150			748727
D8GNK7	unreviewed	D8GNK7_CLOLD	CLJU_c28160		membrane [GO:0016020]; gluconate transmembrane transporter activity [GO:0015128]	748727
D8GNK9	unreviewed	D8GNK9_CLOLD	CLJU_c28180		metal ion binding [GO:0046872]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	748727
D8GNL0	unreviewed	D8GNL0_CLOLD	CLJU_c28190		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GNL2	unreviewed	D8GNL2_CLOLD	CLJU_c28210		oxidoreductase activity [GO:0016491]	748727
D8GNL3	unreviewed	D8GNL3_CLOLD	CLJU_c28220			748727
D8GNL5	unreviewed	D8GNL5_CLOLD	CLJU_c28270		protein dimerization activity [GO:0046983]; regulation of sporulation [GO:0043937]	748727
D8GNL7	unreviewed	D8GNL7_CLOLD	CLJU_c28290		plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	748727
D8GNL8	unreviewed	D8GNL8_CLOLD	CLJU_c28300		membrane [GO:0016020]; phosphatase activity [GO:0016791]	748727
D8GNL9	unreviewed	D8GNL9_CLOLD	CLJU_c28310			748727
D8GNM0	unreviewed	D8GNM0_CLOLD	CLJU_c28320			748727
D8GNM1	unreviewed	D8GNM1_CLOLD	CLJU_c28330			748727
D8GNM2	unreviewed	D8GNM2_CLOLD	CLJU_c28340			748727
D8GNM4	unreviewed	D8GNM4_CLOLD	nifS3 CLJU_c28360	2.8.1.7	cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GNM5	unreviewed	D8GNM5_CLOLD	CLJU_c28370		membrane [GO:0016020]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]	748727
D8GNM6	unreviewed	D8GNM6_CLOLD	CLJU_c28380			748727
D8GNM7	unreviewed	D8GNM7_CLOLD	CLJU_c28390			748727
D8GNM9	unreviewed	D8GNM9_CLOLD	CLJU_c28410		ATP binding [GO:0005524]	748727
D8GNN0	unreviewed	D8GNN0_CLOLD	CLJU_c28420	2.1.1.79	cyclopropane-fatty-acyl-phospholipid synthase activity [GO:0008825]; lipid biosynthetic process [GO:0008610]; methylation [GO:0032259]	748727
D8GNN1	unreviewed	D8GNN1_CLOLD	CLJU_c28430		plasma membrane [GO:0005886]; flavin adenine dinucleotide binding [GO:0050660]	748727
D8GNN2	unreviewed	D8GNN2_CLOLD	CLJU_c28470		protein dimerization activity [GO:0046983]; regulation of sporulation [GO:0043937]	748727
D8GNN3	unreviewed	D8GNN3_CLOLD	CLJU_c28480		membrane [GO:0016020]; peptidase activity [GO:0008233]; quorum sensing [GO:0009372]	748727
D8GNN5	unreviewed	D8GNN5_CLOLD	CLJU_c28500			748727
D8GNN6	unreviewed	D8GNN6_CLOLD	CLJU_c28510			748727
D8GNN7	unreviewed	D8GNN7_CLOLD	CLJU_c28520			748727
D8GNN8	unreviewed	D8GNN8_CLOLD	CLJU_c28530			748727
D8GNN9	unreviewed	D8GNN9_CLOLD	rspA CLJU_c28540		ribosome [GO:0005840]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GNP0	unreviewed	D8GNP0_CLOLD	CLJU_c28550		aminopeptidase activity [GO:0004177]	748727
D8GNP1	unreviewed	D8GNP1_CLOLD	CLJU_c28560		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	748727
D8GNP2	unreviewed	D8GNP2_CLOLD	CLJU_c28570			748727
D8GNP3	unreviewed	D8GNP3_CLOLD	CLJU_c28580		double-stranded DNA binding [GO:0003690]; DNA topological change [GO:0006265]	748727
D8GNP5	unreviewed	D8GNP5_CLOLD	cbiQ1 CLJU_c28600		ATP-binding cassette (ABC) transporter complex [GO:0043190]; cobalt ion transport [GO:0006824]	748727
D8GNP6	unreviewed	D8GNP6_CLOLD	CLJU_c28610			748727
D8GNP7	unreviewed	D8GNP7_CLOLD	CLJU_c28620			748727
D8GNP8	unreviewed	D8GNP8_CLOLD	CLJU_c28630			748727
D8GNP9	unreviewed	D8GNP9_CLOLD	CLJU_c28640			748727
D8GNQ0	unreviewed	D8GNQ0_CLOLD	hyaD CLJU_c28650		aspartic-type endopeptidase activity [GO:0004190]; enzyme activator activity [GO:0008047]	748727
D8GNQ3	unreviewed	D8GNQ3_CLOLD	CLJU_c28680	3.1.1.-	hydrolase activity [GO:0016787]	748727
D8GNQ4	unreviewed	D8GNQ4_CLOLD	CLJU_c28690			748727
D8GNQ5	unreviewed	D8GNQ5_CLOLD	CLJU_c28700		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GNQ6	unreviewed	D8GNQ6_CLOLD	CLJU_c28710		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GNQ7	unreviewed	D8GNQ7_CLOLD	CLJU_c28720		FMN binding [GO:0010181]; iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]	748727
D8GNQ8	unreviewed	D8GNQ8_CLOLD	CLJU_c28730		isomerase activity [GO:0016853]	748727
D8GNQ9	unreviewed	D8GNQ9_CLOLD	CLJU_c06850			748727
D8GNR0	unreviewed	D8GNR0_CLOLD	CLJU_c06860	3.4.19.11	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	748727
D8GNR1	unreviewed	D8GNR1_CLOLD	CLJU_c06870			748727
D8GNR2	unreviewed	D8GNR2_CLOLD	CLJU_c06880		membrane [GO:0016020]	748727
D8GNR4	unreviewed	D8GNR4_CLOLD	CLJU_c06900		nucleic acid binding [GO:0003676]	748727
D8GNR5	unreviewed	D8GNR5_CLOLD	CLJU_c06910		plasma membrane [GO:0005886]; O-acetyltransferase activity [GO:0016413]; enterobacterial common antigen biosynthetic process [GO:0009246]	748727
D8GNR7	unreviewed	D8GNR7_CLOLD	CLJU_c06930		membrane [GO:0016020]	748727
D8GNR8	unreviewed	D8GNR8_CLOLD	CLJU_c06940		membrane [GO:0016020]	748727
D8GNS0	unreviewed	D8GNS0_CLOLD	CLJU_c06960	2.7.13.3	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]	748727
D8GNS1	unreviewed	D8GNS1_CLOLD	CLJU_c06970			748727
D8GNS3	unreviewed	D8GNS3_CLOLD	CLJU_c06990		4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; formate metabolic process [GO:0015942]	748727
D8GNS5	unreviewed	D8GNS5_CLOLD	CLJU_c07010		GTP binding [GO:0005525]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	748727
D8GNS6	unreviewed	D8GNS6_CLOLD	CLJU_c07020		cytoplasm [GO:0005737]; sulfurtransferase activity [GO:0016783]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	748727
D8GNS7	unreviewed	D8GNS7_CLOLD	CLJU_c07030	1.6.5.3	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	748727
D8GNS8	unreviewed	D8GNS8_CLOLD	CLJU_c07040	1.6.5.3	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	748727
D8GNS9	unreviewed	D8GNS9_CLOLD	CLJU_c07050	1.6.-.-	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	748727
D8GNT0	unreviewed	D8GNT0_CLOLD	CLJU_c07060		iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GNT1	unreviewed	D8GNT1_CLOLD	CLJU_c07070	1.12.7.2	ferredoxin hydrogenase activity [GO:0008901]; iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]	748727
D8GNT2	unreviewed	D8GNT2_CLOLD	hycB CLJU_c07080		iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GNT3	unreviewed	D8GNT3_CLOLD	CLJU_c07090		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sequence-specific DNA binding [GO:0043565]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GNT4	unreviewed	D8GNT4_CLOLD	CLJU_c07100		bacterial microcompartment [GO:0031469]	748727
D8GNT5	unreviewed	D8GNT5_CLOLD	CLJU_c07110		membrane [GO:0016020]; signal transduction [GO:0007165]	748727
D8GNT6	unreviewed	D8GNT6_CLOLD	CLJU_c07120		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	748727
D8GNT7	unreviewed	D8GNT7_CLOLD	CLJU_c07130			748727
D8GNT8	unreviewed	D8GNT8_CLOLD	pheB CLJU_c07140			748727
D8GNU1	unreviewed	D8GNU1_CLOLD	CLJU_c07170		acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	748727
D8GNU2	unreviewed	D8GNU2_CLOLD	CLJU_c07180		membrane [GO:0016020]	748727
D8GNU3	unreviewed	D8GNU3_CLOLD	CLJU_c07190		membrane [GO:0016020]	748727
D8GNU5	unreviewed	D8GNU5_CLOLD	CLJU_c07210		metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	748727
D8GNU8	unreviewed	D8GNU8_CLOLD	CLJU_c07240		plasma membrane [GO:0005886]; regulation of cell shape [GO:0008360]	748727
D8GNU9	unreviewed	D8GNU9_CLOLD	CLJU_c07250		membrane [GO:0016020]; penicillin binding [GO:0008658]	748727
D8GNV2	unreviewed	D8GNV2_CLOLD	minE CLJU_c07280		cell division [GO:0051301]; regulation of division septum assembly [GO:0032955]	748727
D8GNV5	unreviewed	D8GNV5_CLOLD	CLJU_c07310		membrane [GO:0016020]	748727
D8GNV6	unreviewed	D8GNV6_CLOLD	CLJU_c07320		membrane [GO:0016020]; proteolysis [GO:0006508]	748727
D8GNV7	unreviewed	D8GNV7_CLOLD	CLJU_c07330		catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GNV8	unreviewed	D8GNV8_CLOLD	CLJU_c07340			748727
D8GNV9	unreviewed	D8GNV9_CLOLD	rne CLJU_c07350	3.1.4.-	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540]; RNA processing [GO:0006396]	748727
D8GNW1	unreviewed	D8GNW1_CLOLD	CLJU_c07370		cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]	748727
D8GNW2	unreviewed	D8GNW2_CLOLD	rpmA CLJU_c07380		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GNW5	unreviewed	D8GNW5_CLOLD	CLJU_c07410	3.6.1.41	hydrolase activity [GO:0016787]	748727
D8GNW6	unreviewed	D8GNW6_CLOLD	CLJU_c07420			748727
D8GNW9	unreviewed	D8GNW9_CLOLD	CLJU_c07450		membrane [GO:0016020]; DNA binding [GO:0003677]; DNA repair [GO:0006281]	748727
D8GNX3	unreviewed	D8GNX3_CLOLD	CLJU_c07490		membrane [GO:0016020]	748727
D8GNX4	unreviewed	D8GNX4_CLOLD	metH2 metH3 CLJU_c07500 CLJU_c07550	2.1.1.13	cytosol [GO:0005829]; methionine synthase activity [GO:0008705]; methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]	748727
D8GNX5	unreviewed	D8GNX5_CLOLD	CLJU_c07510 CLJU_c07560		cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]	748727
D8GNX6	unreviewed	D8GNX6_CLOLD	CLJU_c07520		methyltransferase activity [GO:0008168]; uroporphyrinogen decarboxylase activity [GO:0004853]; methylation [GO:0032259]; porphyrin-containing compound biosynthetic process [GO:0006779]	748727
D8GNX7	unreviewed	D8GNX7_CLOLD	CLJU_c07530		iron-sulfur cluster binding [GO:0051536]; nucleotide binding [GO:0000166]	748727
D8GNX8	unreviewed	D8GNX8_CLOLD	CLJU_c07540			748727
D8GNY1	unreviewed	D8GNY1_CLOLD	CLJU_c07570		methyltransferase activity [GO:0008168]; uroporphyrinogen decarboxylase activity [GO:0004853]; methylation [GO:0032259]; porphyrin-containing compound biosynthetic process [GO:0006779]	748727
D8GNY2	unreviewed	D8GNY2_CLOLD	CLJU_c07580		DNA binding [GO:0003677]	748727
D8GNY3	unreviewed	D8GNY3_CLOLD	CLJU_c07590		efflux pump complex [GO:1990281]; efflux transmembrane transporter activity [GO:0015562]	748727
D8GNY4	unreviewed	D8GNY4_CLOLD	CLJU_c07600		plasma membrane [GO:0005886]; xenobiotic transmembrane transporter activity [GO:0042910]	748727
D8GNY5	unreviewed	D8GNY5_CLOLD	CLJU_c07610			748727
D8GNY6	unreviewed	D8GNY6_CLOLD	CLJU_c07620		plasma membrane [GO:0005886]	748727
D8GNY7	unreviewed	D8GNY7_CLOLD	CLJU_c07650			748727
D8GNY8	unreviewed	D8GNY8_CLOLD	CLJU_c07660			748727
D8GNY9	unreviewed	D8GNY9_CLOLD	CLJU_c07670			748727
D8GNZ0	unreviewed	D8GNZ0_CLOLD	CLJU_c07680		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GNZ1	unreviewed	D8GNZ1_CLOLD	CLJU_c07690		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GNZ4	unreviewed	D8GNZ4_CLOLD	CLJU_c07720		DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GNZ6	unreviewed	D8GNZ6_CLOLD	CLJU_c07740			748727
D8GNZ8	unreviewed	D8GNZ8_CLOLD	CLJU_c07760		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GNZ9	unreviewed	D8GNZ9_CLOLD	CLJU_c07770		membrane [GO:0016020]	748727
D8GP00	unreviewed	D8GP00_CLOLD	CLJU_c07780		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GP01	unreviewed	D8GP01_CLOLD	CLJU_c07790		plasma membrane protein complex [GO:0098797]; lipoprotein localization to outer membrane [GO:0044874]	748727
D8GP02	unreviewed	D8GP02_CLOLD	CLJU_c07800	2.7.13.3	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]	748727
D8GP03	unreviewed	D8GP03_CLOLD	CLJU_c07810		membrane [GO:0016020]	748727
D8GP05	unreviewed	D8GP05_CLOLD	CLJU_c07830		structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GP06	unreviewed	D8GP06_CLOLD	CLJU_c07840	2.7.13.3	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]	748727
D8GP07	unreviewed	D8GP07_CLOLD	CLJU_c07850			748727
D8GP08	unreviewed	D8GP08_CLOLD	CLJU_c07860		plasma membrane [GO:0005886]	748727
D8GP09	unreviewed	D8GP09_CLOLD	CLJU_c07870	3.6.3.-	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GP10	unreviewed	D8GP10_CLOLD	CLJU_c07880		plasma membrane [GO:0005886]	748727
D8GP11	unreviewed	D8GP11_CLOLD	CLJU_c07890	2.7.7.7	DNA polymerase III complex [GO:0009360]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]	748727
D8GP14	unreviewed	D8GP14_CLOLD	CLJU_c07920			748727
D8GP15	unreviewed	D8GP15_CLOLD	CLJU_c07930		membrane [GO:0016020]	748727
D8GP18	unreviewed	D8GP18_CLOLD	hrcA CLJU_c07960		DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	748727
D8GP24	unreviewed	D8GP24_CLOLD	CLJU_c08020		4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; N6-threonylcarbomyladenosine methylthiotransferase activity [GO:0035598]	748727
D8GP25	unreviewed	D8GP25_CLOLD	CLJU_c08030		cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]	748727
D8GP27	unreviewed	D8GP27_CLOLD	CLJU_c08050		carbon-nitrogen ligase activity, with glutamine as amido-N-donor [GO:0016884]	748727
D8GP28	unreviewed	D8GP28_CLOLD	CLJU_c08060			748727
D8GP29	unreviewed	D8GP29_CLOLD	CLJU_c08070		membrane [GO:0016020]; hydrolase activity [GO:0016787]	748727
D8GP34	unreviewed	D8GP34_CLOLD	CLJU_c08120			748727
D8GP35	unreviewed	D8GP35_CLOLD	CLJU_c08130			748727
D8GP37	unreviewed	D8GP37_CLOLD	CLJU_c08150		DNA binding [GO:0003677]	748727
D8GP38	unreviewed	D8GP38_CLOLD	CLJU_c08160		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GP39	unreviewed	D8GP39_CLOLD	phzA CLJU_c08170	3.3.2.1	isochorismatase activity [GO:0008908]	748727
D8GP40	unreviewed	D8GP40_CLOLD	CLJU_c08180		iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]	748727
D8GP41	unreviewed	D8GP41_CLOLD	CLJU_c08190			748727
D8GP42	unreviewed	D8GP42_CLOLD	cotS2 CLJU_c08200			748727
D8GP44	unreviewed	D8GP44_CLOLD	CLJU_c28740	1.3.1.31	2-enoate reductase activity [GO:0047540]; FMN binding [GO:0010181]; iron-sulfur cluster binding [GO:0051536]	748727
D8GP47	unreviewed	D8GP47_CLOLD	CLJU_c28770		DNA-binding transcription factor activity [GO:0003700]	748727
D8GP48	unreviewed	D8GP48_CLOLD	CLJU_c28780			748727
D8GP49	unreviewed	D8GP49_CLOLD	CLJU_c28790		plasma membrane [GO:0005886]	748727
D8GP50	unreviewed	D8GP50_CLOLD	CLJU_c28800		plasma membrane [GO:0005886]	748727
D8GP51	unreviewed	D8GP51_CLOLD	CLJU_c28810			748727
D8GP53	unreviewed	D8GP53_CLOLD	CLJU_c28830			748727
D8GP54	unreviewed	D8GP54_CLOLD	CLJU_c28840		membrane [GO:0016020]	748727
D8GP55	unreviewed	D8GP55_CLOLD	CLJU_c28850		membrane [GO:0016020]	748727
D8GP56	unreviewed	D8GP56_CLOLD	CLJU_c28860		membrane [GO:0016020]	748727
D8GP57	unreviewed	D8GP57_CLOLD	CLJU_c28870		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GP58	unreviewed	D8GP58_CLOLD	CLJU_c28880		membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]	748727
D8GP59	unreviewed	D8GP59_CLOLD	CLJU_c28890		plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; signal peptide processing [GO:0006465]	748727
D8GP60	unreviewed	D8GP60_CLOLD	CLJU_c28900			748727
D8GP61	unreviewed	D8GP61_CLOLD	CLJU_c28910		metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	748727
D8GP62	unreviewed	D8GP62_CLOLD	CLJU_c28920			748727
D8GP63	unreviewed	D8GP63_CLOLD	CLJU_c28930			748727
D8GP64	unreviewed	D8GP64_CLOLD	CLJU_c28940		plasma membrane [GO:0005886]; ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GP65	unreviewed	D8GP65_CLOLD	CLJU_c28950		ATP-binding cassette (ABC) transporter complex [GO:0043190]; L-cystine transmembrane transporter activity [GO:0015184]	748727
D8GP66	unreviewed	D8GP66_CLOLD	CLJU_c28960			748727
D8GP67	unreviewed	D8GP67_CLOLD	CLJU_c28970		transaminase activity [GO:0008483]	748727
D8GP68	unreviewed	D8GP68_CLOLD	CLJU_c28980		transaminase activity [GO:0008483]	748727
D8GP69	unreviewed	D8GP69_CLOLD	CLJU_c28990		membrane [GO:0016020]; transaminase activity [GO:0008483]	748727
D8GP70	unreviewed	D8GP70_CLOLD	CLJU_c29000		membrane [GO:0016020]	748727
D8GP71	unreviewed	D8GP71_CLOLD	CLJU_c29010			748727
D8GP72	unreviewed	D8GP72_CLOLD	CLJU_c29020			748727
D8GP73	unreviewed	D8GP73_CLOLD	CLJU_c29030			748727
D8GP76	unreviewed	D8GP76_CLOLD	CLJU_c29060	5.4.2.8	phosphomannomutase activity [GO:0004615]; carbohydrate metabolic process [GO:0005975]	748727
D8GP78	unreviewed	D8GP78_CLOLD	CLJU_c29080		membrane [GO:0016020]	748727
D8GP80	unreviewed	D8GP80_CLOLD	CLJU_c29100		membrane [GO:0016020]	748727
D8GP87	unreviewed	D8GP87_CLOLD	tyrA CLJU_c29170	1.3.1.12	NAD+ binding [GO:0070403]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; tyrosine biosynthetic process [GO:0006571]	748727
D8GP88	unreviewed	D8GP88_CLOLD	aroF CLJU_c29180	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; aldehyde-lyase activity [GO:0016832]; aromatic amino acid family biosynthetic process [GO:0009073]	748727
D8GP89	unreviewed	D8GP89_CLOLD	CLJU_c29190		membrane [GO:0016020]	748727
D8GP90	unreviewed	D8GP90_CLOLD	CLJU_c29200			748727
D8GP91	unreviewed	D8GP91_CLOLD	CLJU_c29210		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of gene expression [GO:0010468]	748727
D8GP92	unreviewed	D8GP92_CLOLD	CLJU_c29220		oxidoreductase activity [GO:0016491]; steroid metabolic process [GO:0008202]	748727
D8GP93	unreviewed	D8GP93_CLOLD	CLJU_c29230		plasma membrane [GO:0005886]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	748727
D8GP94	unreviewed	D8GP94_CLOLD	CLJU_c29240		cytosol [GO:0005829]; DNA-templated transcription [GO:0006351]	748727
D8GP95	unreviewed	D8GP95_CLOLD	CLJU_c29250			748727
D8GP96	unreviewed	D8GP96_CLOLD	CLJU_c29260			748727
D8GP97	unreviewed	D8GP97_CLOLD	CLJU_c29270		membrane [GO:0016020]; signal transduction [GO:0007165]	748727
D8GP98	unreviewed	D8GP98_CLOLD	CLJU_c29280			748727
D8GP99	unreviewed	D8GP99_CLOLD	CLJU_c29290		membrane [GO:0016020]	748727
D8GPA0	unreviewed	D8GPA0_CLOLD	CLJU_c29300		acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	748727
D8GPA1	unreviewed	D8GPA1_CLOLD	CLJU_c29310	2.4.-.-	UDP-glycosyltransferase activity [GO:0008194]	748727
D8GPA2	unreviewed	D8GPA2_CLOLD	CLJU_c29320			748727
D8GPA3	unreviewed	D8GPA3_CLOLD	CLJU_c29330		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	748727
D8GPA5	unreviewed	D8GPA5_CLOLD	CLJU_c29350			748727
D8GPA6	unreviewed	D8GPA6_CLOLD	CLJU_c29360	3.2.1.15	polygalacturonase activity [GO:0004650]; carbohydrate metabolic process [GO:0005975]	748727
D8GPA7	unreviewed	D8GPA7_CLOLD	CLJU_c29370		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-strand break repair [GO:0006302]	748727
D8GPA8	unreviewed	D8GPA8_CLOLD	CLJU_c29380		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	748727
D8GPA9	unreviewed	D8GPA9_CLOLD	CLJU_c29390	2.6.1.-	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]	748727
D8GPB0	unreviewed	D8GPB0_CLOLD	CLJU_c29400		iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	748727
D8GPB1	unreviewed	D8GPB1_CLOLD	CLJU_c29410			748727
D8GPB2	unreviewed	D8GPB2_CLOLD	CLJU_c29420		DNA binding [GO:0003677]	748727
D8GPB3	unreviewed	D8GPB3_CLOLD	CLJU_c29430		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]	748727
